ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
563,Biomass based steam generation project by Sterling Agro Industries Ltd.,Sterling Agro Industries Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"9,500",Asia,2020-04-06,,
570,Guangdong Chaonan Chengtian Wind Power project,"China Resources Wind Power (Shantouchaonan) Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"89,704",Asia,2011-02-23,,
571,e7 Galapagos / San Cristobal Wind Power Project,EOLICSA (Eolica San Cristobal S.A.),Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Ecuador,"2,850",,2020-04-06,,
574,Guangdong Chaonan Shalong Wind Power Project,"China Resources Wind Power (Shantou Chaonan) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"91,856",Asia,2011-03-08,,
1086,Guizhou Tongzihe Yangjiayuan Hydropower Project,"Guizhou Tongzi River Hydropower Development Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"100,858",Asia,2013-06-18,,
1088,"4.2 MW Wind Power Project by National Enterprises at Tamil Nadu, India",National Enterprises,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"9,294",Asia,2013-06-21,,
1095,"Heishan LN1 Household Biogas Project in Jinzhou, Liaoning Province",Beijing Rural Well-off Economy &Technology,"Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-I.C.; AMS-III.D.; AMS-III.R.,Under validation,China,"36,298",Asia,,,
1101,BALKODU 1 HYDRO POWER PLANT,BTA Enerji Elektrik Üretim İnşaat,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,Turkey,"20,642",Middle East,,,
1102,"Wind Power Project in Tinwari, Rajasthan",Enercon (India) Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"30,649",Asia,2013-07-04,,
1103,Upgrade of Dominican Power Partners’ Los Mina power station from open cycle to combined cycle power generation,"DOMINICAN POWER PARTNERS, LDC",Energy industries (renewable/non-renewable sources),,ACM0007,Registered,Dominican Republic,"345,758",Latin America,2013-07-05,,
1104,KALE HYDROELECTRIC POWER PLANT,AVKAL ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"48,661",Middle East,2013-07-18,2023-03-01,2033-02-28
1105,OSMANCIK HYDROELECTRIC POWER PLANT,Turhal Enerji Uretim ve Ticaret A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,Turkey,"17,472",Middle East,2013-07-18,2013-02-15,2033-02-14
1106,Sogukpinar Regulator and Hydroelectric Power Plant Project,Arsan Sogukpynar Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"14,668",Middle East,,,
1107,Koprubasi 14.66 MW HEPP,Koprubapy Enerji Elektrik Uretim A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"24,081",Middle East,,,
1108,23.80 MW KIY Regulator and Hydroelectric Power Plant Project,Kyy Enerji A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Turkey,"37,737",Middle East,,,
1097,Wind Energy Project in Gujarat,Vish Wind Infrastructure LLP,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"101,234",Asia,2013-07-01,,
1099,Qian'an Wangxin Caizi Town Windfarm Project Phase I,"Qian’an IW Power Co., Ltd, P.R.China",Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,China,"102,586",Asia,2020-04-06,,
1121,Anhui Guzhen Biomass Generation Project,"NATIONAL GUZHEN  BIO ENERGY CO.,LTD.",Energy industries (renewable/non-renewable sources),,ACM0018,Registered,China,"83,258",Asia,2020-06-04,,
1123,50.4 MW Wind Power Project by GSFC Ltd.,Gujarat State Fertilizers & Chemicals Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"99,181",Asia,2014-12-01,,
1124,33 MW Wind Power Project of GSFC Ltd,Gujarat State Fertilizers & Chemicals Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,India,"55,620",Asia,2015-02-09,,
1114,SONAWADE SMALL HYDRO POWER PROJECT,Mahati Hydro Power Projects Private Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"16,995",Asia,2013-10-23,2020-09-14,2030-09-13
1128,Hangjin Yihewusu Phase I 49.5MW Wind Power Project,"Inner Mongolia Guodian New Energy Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"97,395",Asia,2013-09-29,,
1130,"9 MW WIND POWER PROJECT OF KHATAU NARBHERAM & CO. IN TAMIL NADU, INDIA",KHATAU NARBHERAM & CO.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"17,679",Asia,2013-09-04,,
1132,Bundled Wind Energy Project in Indian States :- EnKing International 2007,EKI Energy Services Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"4,082",Asia,2013-09-09,2017-02-21,2027-02-20
1145,"Biomass Based Cogeneration Project by Best Foods Limited at Haryana, India",Best Foods Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"130,183",Asia,2014-04-28,,
1146,The Hyundai Waste Energy Recovery CO-Generation Project Phase II,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0012,Registered,South Korea,"1,441,680",Asia,2014-12-19,,
1149,Punta Colorada Wind Farm Project Phase I,Barrick Chile Generacion Limitada,Energy industries (renewable/non-renewable sources),,ACM0002,Late to verify,Chile,"28,941",Latin America,2013-12-10,2021-12-15,2031-12-14
1151,Wind based power project in Maharashtra by Siddhayu Ayurvedic Research Foundation Pvt. Ltd,Siddhayu Ayurvedic Research Foundation (P) Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"21,807",Asia,,,
1158,Ethanol & Sugar Project Suriname,Staatsolie Maatschappij Suriname N.V.,Energy industries (renewable/non-renewable sources),,ACM0006,Under development,Suriname,"150,238",Latin America,,2016-10-15,2026-10-14
1160,"6.5 MW cogeneration project in Akbarpur, Punjab",Gillanders Arbuthnot & Co. Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,India,"35,044",Asia,2012-10-29,,
1164,Wind Power Project by NACL in Tamil Nadu,Nagarjuna Agrichem Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Under validation,India,"11,733",Asia,,,
1169,EPM Grouped Natural Gas Project,Empresas Publicas de Medellin S.A,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0009,Under validation,Colombia,"6,930",Latin America,,2022-03-01,2032-02-29
1170,KIRAN Hydro Power Plant,ARSAN ENERJI A.S.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,Turkey,"24,356",Middle East,2013-11-12,2011-11-04,2031-11-03
1171,Biomass based steam generation project by Indapur Dairy and Milk Products Limited,Indapur Dairy and Milk Products Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Under validation,India,"35,308",Asia,,,
1172,"160 MW Gas Based Combined Cycle Power Project-III BY RVUNL at Ramgarh District Jaisalmer, Rajasthan",Rajasthan Rajya Vidyut Utpadan Nigam Limited,Energy industries (renewable/non-renewable sources),,AM0029,Under development,India,"355,560",Asia,,,
1174,"Akcay 28.78 MW, Hydroelectric Power Plant Project (HEPP), Turkey",AKCAY HES ELEKTRYK URETYM A.S,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"49,610",Asia,2013-11-21,2019-08-14,2029-08-13
1177,Jilin Da'an Dagangzi Wind Power Project Phase V,"Daan CGN Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"81,329",Asia,,2019-04-01,2026-03-31
1178,Jilin Da' an Dagangzi Wind Power Project Phase IV,"Jilin CGN Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"97,377",Asia,,,
1179,Gansu Tianrun Liuyuan 1st Stage 49.5MW Wind Park Project,"Guazhou Tianrun Windpower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Withdrawn,China,"108,758",Asia,,,
1180,CGN Minqin Hongshagang Xianshuijing Wind Power Project,CGN Wind Energy Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,China,"71,364",Asia,2014-01-14,,
1184,Hebei Chengde Weichang Wuxiangliang Wind Power Project,"Hebei Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"298,032",Asia,2020-04-06,2022-04-22,2032-04-21
1198,Pembelik Hydro Electricity Power Plant,Darenhes Elektrik Uretimi A.S.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"218,634",Middle East,2020-04-07,,
1213,"BIOMASS BASED COGENERATION PROJECT BY SSA INTERNATIONAL LIMITED AT HARYANA, INDIA",SSA INTERNATIONAL LIMITED,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Late to verify,India,"37,769",Asia,2014-02-24,,
1217,Electricity Generation through Wind Power by SRHHL,Sree Rayalaseema Hi-Strength Hypo Limited,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,India,"11,215",Asia,2013-12-20,,
1223,"Yanhe, Dejiang, and Yinjiang Rural Methane Digesters Project in Guizhou Province, China",Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"53,247",Asia,,,
1224,"Sinan and Shiqian Rural Methane Digesters Project in Guizhou Province, China",Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"51,537",Asia,,,
1220,Luoning Biomass Cogeneration Project,West Henan Xinhua Irrigation and Hydroelectricity,Energy industries (renewable/non-renewable sources),,ACM0006,Late to verify,China,"150,885",Asia,2014-01-30,,
1221,Eglence I-II Hydroelectric Power Plant,Egenda Ege Enerji Uretim A.S,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,Turkey,"114,065",Middle East,2014-01-08,2023-04-10,2033-04-09
1230,"Solar Photovoltaic Power Project at Jalgaon, Maharashtra",Jain Irrigation Systems Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Late to verify,India,"13,243",,2014-01-24,,
1234,"Songtao, Tongren, Wanshan and Yuping Rural Methane Digesters Project in Guizhou Province, China",Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"48,210",Asia,,,
1235,Hydroelectric Project Cantayus,Generadora Cantayus S.A.S. E.S.P.,Energy industries (renewable/non-renewable sources),,ACM0002,Under development,Colombia,"8,003",Latin America,,,
1236,25 MW Solar PV Project in Gujarat,Visual Percept Solar Projects Pvt. Ltd. (VPSPPL),Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"32,763",Asia,2020-04-06,,
1242,Inner Mongolia Helin Shimenzi 49.5MW Wind Power Project,"Longyuan Inner Mongolia Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"99,790",Asia,2020-04-06,,
1243,Xifeng and Xiuwen Rural Biogas Methane Project in Guizhou Province,Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"52,270",Asia,,,
1244,Qingzhen Rural Biogas Methane Project in Guizhou Province,Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"49,217",Asia,,,
1245,Wudang and Huaxi Rural Biogas Methane Project in Guizhou Province,Guizhou Black Carbon Energy Tech Prom & App Co. Lt,Energy industries (renewable/non-renewable sources),,AMS-I.C.; AMS-III.R.,Under validation,China,"23,887",Asia,,,
1247,CGN Aletai Qinghe Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"26,112",Asia,2014-02-26,,
1248,CGN Hami Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"22,893",Asia,2014-02-26,,
1249,CGN Kashi Yingjisha Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,"23,740",Asia,2014-02-26,,
1250,CGN Dunhuang 10MW Grid-connected Solar PV Power Generation Project,CGN Enfinity (Dunhuang) Solar Energy Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,"14,063",Asia,2014-02-25,,
1254,"Yelisirur wind power project, India",Bhoruka Power Corporation Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,India,"49,451",Asia,2014-02-26,,
